               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 313,            0.021699,            0.027206,           0.0042857,             0.73546,             0.50097,             0.56298,             0.39217,            0.037613,            0.065005,            0.024304,           0.0038224,           0.0038224,           0.0038224
                 314,            0.021386,            0.026417,           0.0040512,             0.72961,             0.50521,             0.56466,             0.39479,            0.037611,            0.065248,             0.02424,           0.0038026,           0.0038026,           0.0038026
                 315,            0.021226,            0.026343,           0.0040445,             0.68087,             0.52458,             0.56371,             0.39224,            0.037558,            0.065279,             0.02419,           0.0037828,           0.0037828,           0.0037828
                 316,            0.021661,            0.026703,           0.0041204,             0.66931,             0.52853,             0.55394,             0.38671,            0.037493,            0.065022,            0.024147,            0.003763,            0.003763,            0.003763
                 317,            0.021198,            0.025582,           0.0041279,             0.69047,             0.52139,             0.56216,             0.39151,            0.037482,            0.064848,            0.024143,           0.0037432,           0.0037432,           0.0037432
                 318,            0.021016,            0.026122,           0.0040306,             0.70981,             0.50259,             0.55828,             0.38889,            0.037502,            0.064748,            0.024225,           0.0037234,           0.0037234,           0.0037234
                 319,            0.021703,            0.026617,           0.0043188,             0.72175,             0.50139,             0.55872,             0.38786,            0.037485,            0.064964,            0.024339,           0.0037036,           0.0037036,           0.0037036
                 320,            0.021515,            0.026146,           0.0041914,             0.72987,             0.50069,             0.56085,             0.38857,            0.037466,            0.064882,            0.024286,           0.0036838,           0.0036838,           0.0036838
                 321,            0.021424,            0.026188,            0.004106,              0.7177,              0.4991,             0.55351,             0.38587,            0.037465,            0.064889,            0.024176,            0.003664,            0.003664,            0.003664
                 322,            0.021781,            0.026716,           0.0043153,             0.69161,             0.51308,             0.55174,             0.38673,            0.037486,            0.065199,            0.024153,           0.0036442,           0.0036442,           0.0036442
                 323,            0.021351,            0.026342,           0.0040985,             0.69106,             0.50911,             0.55077,             0.38711,             0.03747,            0.065313,            0.024187,           0.0036244,           0.0036244,           0.0036244
                 324,            0.021172,            0.026675,           0.0040439,             0.69783,             0.50577,             0.55083,             0.38537,            0.037417,            0.065271,            0.024234,           0.0036046,           0.0036046,           0.0036046
                 325,            0.020909,            0.025267,           0.0040352,             0.69185,             0.50741,             0.55294,             0.38494,            0.037423,            0.065225,             0.02425,           0.0035848,           0.0035848,           0.0035848
                 326,            0.021275,            0.026598,           0.0040798,             0.69508,             0.50568,             0.55857,             0.38771,            0.037438,            0.065267,            0.024176,            0.003565,            0.003565,            0.003565
                 327,            0.021063,            0.025752,           0.0041604,             0.71039,             0.50861,             0.56178,             0.39208,            0.037397,            0.065059,             0.02407,           0.0035452,           0.0035452,           0.0035452
                 328,            0.021386,            0.026158,           0.0040942,             0.68024,             0.51755,             0.56127,             0.39453,            0.037387,            0.065136,            0.023948,           0.0035254,           0.0035254,           0.0035254
                 329,            0.021228,            0.026025,           0.0041121,             0.67354,             0.52772,             0.56244,             0.39734,            0.037368,            0.065115,            0.024008,           0.0035056,           0.0035056,           0.0035056
                 330,             0.02113,            0.025671,           0.0040153,             0.67559,               0.531,             0.56021,             0.39652,            0.037369,             0.06521,            0.024083,           0.0034858,           0.0034858,           0.0034858
                 331,            0.020947,            0.025644,           0.0039051,             0.67556,             0.53261,             0.56082,              0.3983,             0.03737,            0.065416,             0.02412,            0.003466,            0.003466,            0.003466
                 332,            0.020977,            0.025723,           0.0039728,             0.65464,             0.53711,             0.55566,             0.39247,            0.037346,            0.065664,            0.024208,           0.0034462,           0.0034462,           0.0034462
                 333,            0.021128,             0.02549,           0.0039993,             0.64043,             0.53319,             0.55381,             0.38857,            0.037376,            0.065579,            0.024291,           0.0034264,           0.0034264,           0.0034264
                 334,            0.020598,            0.025301,           0.0040256,             0.62437,             0.54047,              0.5492,             0.38657,            0.037368,            0.065873,              0.0244,           0.0034066,           0.0034066,           0.0034066
                 335,            0.020805,            0.025359,           0.0039218,             0.62804,             0.54142,              0.5453,             0.38196,            0.037344,            0.065813,            0.024419,           0.0033868,           0.0033868,           0.0033868
                 336,            0.020749,             0.02569,           0.0039489,              0.6214,             0.54564,             0.54448,             0.38138,            0.037338,            0.065983,            0.024482,            0.003367,            0.003367,            0.003367
                 337,            0.020966,            0.025311,           0.0040755,             0.63336,             0.51987,             0.54623,             0.38386,            0.037328,            0.066409,            0.024497,           0.0033472,           0.0033472,           0.0033472
                 338,            0.020991,            0.025285,           0.0040431,             0.61657,              0.5434,             0.54833,             0.38412,             0.03732,             0.06644,            0.024474,           0.0033274,           0.0033274,           0.0033274
                 339,            0.021021,            0.026019,           0.0040657,              0.6156,             0.54359,             0.55113,             0.38504,            0.037349,            0.066507,            0.024506,           0.0033076,           0.0033076,           0.0033076
                 340,            0.020675,            0.025822,           0.0039878,             0.61932,             0.53858,             0.55109,             0.38256,            0.037339,            0.066615,             0.02452,           0.0032878,           0.0032878,           0.0032878
                 341,            0.020565,            0.024865,           0.0039301,             0.61248,             0.52846,             0.54982,             0.38318,            0.037341,            0.066565,            0.024535,            0.003268,            0.003268,            0.003268
                 342,            0.020693,            0.025326,           0.0039206,             0.61812,              0.5216,             0.54675,             0.38026,            0.037369,            0.066536,            0.024627,           0.0032482,           0.0032482,           0.0032482
                 343,            0.020796,            0.025354,           0.0039428,             0.61973,             0.52996,             0.54422,             0.38041,            0.037388,            0.066493,            0.024567,           0.0032284,           0.0032284,           0.0032284
                 344,            0.020853,            0.025598,           0.0039525,             0.62405,             0.52935,             0.54441,             0.38008,             0.03739,            0.066445,            0.024588,           0.0032086,           0.0032086,           0.0032086
                 345,            0.020553,            0.025386,           0.0039008,             0.63344,             0.52931,             0.54426,             0.37761,            0.037398,            0.066593,            0.024625,           0.0031888,           0.0031888,           0.0031888
                 346,            0.020447,            0.025267,           0.0040352,              0.6351,              0.5206,             0.54715,             0.38266,            0.037429,            0.066711,            0.024638,            0.003169,            0.003169,            0.003169
                 347,            0.020595,            0.025147,           0.0040093,             0.65358,             0.52753,             0.54726,             0.38085,            0.037435,            0.066836,            0.024731,           0.0031492,           0.0031492,           0.0031492
                 348,            0.020572,            0.025637,           0.0039168,             0.65826,              0.5301,             0.54639,             0.38224,            0.037424,            0.067132,            0.024785,           0.0031294,           0.0031294,           0.0031294
                 349,            0.020321,            0.025276,            0.003903,             0.65714,             0.52955,             0.54536,             0.38191,            0.037414,            0.067228,            0.024832,           0.0031096,           0.0031096,           0.0031096
                 350,            0.020325,            0.024821,           0.0039395,             0.66022,             0.53766,             0.54766,             0.38249,            0.037399,            0.067019,            0.024855,           0.0030898,           0.0030898,           0.0030898
                 351,            0.020279,            0.025478,           0.0037994,             0.66779,             0.53491,             0.54731,             0.38244,            0.037407,            0.066784,            0.024899,             0.00307,             0.00307,             0.00307
                 352,            0.020509,            0.025461,           0.0039158,             0.66445,              0.5352,             0.54755,             0.38335,            0.037386,            0.066731,            0.024925,           0.0030502,           0.0030502,           0.0030502
                 353,            0.019898,            0.024828,           0.0037599,             0.67062,             0.53163,             0.54969,             0.38214,            0.037399,            0.066924,            0.024924,           0.0030304,           0.0030304,           0.0030304
                 354,            0.020385,             0.02478,           0.0038398,             0.67142,             0.53177,             0.54997,             0.38396,            0.037383,            0.066831,            0.024854,           0.0030106,           0.0030106,           0.0030106
                 355,            0.020122,            0.025024,           0.0037457,             0.68206,             0.52968,             0.55596,             0.38753,            0.037393,            0.066819,            0.024815,           0.0029908,           0.0029908,           0.0029908
                 356,            0.019858,            0.024076,           0.0036134,             0.68287,             0.52617,             0.55142,             0.38727,            0.037355,            0.066832,            0.024757,            0.002971,            0.002971,            0.002971
                 357,            0.020184,            0.025054,            0.003753,             0.68537,             0.52473,             0.55802,             0.39193,             0.03736,             0.06705,            0.024727,           0.0029512,           0.0029512,           0.0029512
                 358,            0.020361,            0.025457,           0.0038106,             0.68175,             0.51866,             0.55725,             0.39196,            0.037352,            0.067249,            0.024657,           0.0029314,           0.0029314,           0.0029314
                 359,            0.020467,            0.025667,           0.0038541,             0.68492,             0.52658,             0.55301,             0.39006,            0.037316,            0.067078,            0.024574,           0.0029116,           0.0029116,           0.0029116
                 360,            0.019992,            0.024694,           0.0037826,             0.68476,              0.5272,             0.55465,             0.39156,            0.037293,            0.066965,            0.024553,           0.0028918,           0.0028918,           0.0028918
                 361,            0.020645,             0.02454,           0.0038537,              0.6908,             0.52569,             0.55491,             0.38869,            0.037307,            0.067053,            0.024524,            0.002872,            0.002872,            0.002872
                 362,            0.020162,            0.024804,           0.0038313,              0.6967,             0.52652,             0.55575,             0.38988,            0.037317,            0.067123,            0.024472,           0.0028522,           0.0028522,           0.0028522
                 363,            0.019433,            0.024282,           0.0035654,             0.71434,             0.51935,             0.56352,             0.39551,            0.037325,            0.067013,            0.024474,           0.0028324,           0.0028324,           0.0028324
                 364,            0.020199,            0.024771,           0.0038416,             0.72447,             0.51763,             0.56314,             0.39446,            0.037298,            0.066866,            0.024492,           0.0028126,           0.0028126,           0.0028126
                 365,             0.01971,            0.024721,           0.0036577,             0.73226,             0.51304,             0.55837,             0.39039,            0.037305,             0.06698,            0.024547,           0.0027928,           0.0027928,           0.0027928
